#TYPE Selected.Microsoft.Azure.Commands.ResourceManager.Cmdlets.SdkModels.PSResource
"SubscriptionName";"SubscriptionID";"Name";"ResourceGroupName";"ResourceType";"Location"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu_OsDisk_1_fea090d0b26b4a729f93fad3a77d8540";"MOGA-UBUNTU-VM";"Microsoft.Compute/disks";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu";"moga-ubuntu-vm";"Microsoft.Compute/virtualMachines";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu/AzureNetworkWatcherExtension";"moga-ubuntu-vm";"Microsoft.Compute/virtualMachines/extensions";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu/enablevmaccess";"moga-ubuntu-vm";"Microsoft.Compute/virtualMachines/extensions";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu/OmsAgentForLinux";"MOGA-UBUNTU-VM";"Microsoft.Compute/virtualMachines/extensions";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu978";"moga-ubuntu-vm";"Microsoft.Network/networkInterfaces";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu-nsg";"moga-ubuntu-vm";"Microsoft.Network/networkSecurityGroups";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogaubuntu-ip";"moga-ubuntu-vm";"Microsoft.Network/publicIPAddresses";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"moga-ubuntu-vm-vnet";"moga-ubuntu-vm";"Microsoft.Network/virtualNetworks";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin_OsDisk_1_315702dc0d2b4838b120f55ad4719398";"MOGA-WIN-VM";"Microsoft.Compute/disks";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin";"moga-win-vm";"Microsoft.Compute/virtualMachines";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin/enablevmaccess";"moga-win-vm";"Microsoft.Compute/virtualMachines/extensions";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin/MicrosoftMonitoringAgent";"MOGA-WIN-VM";"Microsoft.Compute/virtualMachines/extensions";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"testkvmoga";"moga-win-vm";"Microsoft.KeyVault/vaults";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin221";"moga-win-vm";"Microsoft.Network/networkInterfaces";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin-nsg";"moga-win-vm";"Microsoft.Network/networkSecurityGroups";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogawin-ip";"moga-win-vm";"Microsoft.Network/publicIPAddresses";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"moga-win-vm-vnet";"moga-win-vm";"Microsoft.Network/virtualNetworks";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"mogasecws";"mogasecws";"Microsoft.OperationalInsights/workspaces";"westeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"ContainerInsights(mogasecws)";"mogasecws";"Microsoft.OperationsManagement/solutions";"westeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"Swap_DataDisk_0";"OS_SWAP";"Microsoft.Compute/disks";"northeurope"
"MoGa Secondary";"e286af66-7f90-4171-9800-802a1eed7266";"TempVM_OsDisk_1_91ec55568c9844a4b279800058ecfd28";"OS_SWAP";"Microsoft.Compute/disks";"northeurope"
"Agile-BI-Azure-Subscription-2";"10d348d1-e991-47c3-b207-cc86d12b3685";"agilebisqldw01";"abiuseastdla";"Microsoft.Sql/servers";"eastus"
"Agile-BI-Azure-Subscription-2";"10d348d1-e991-47c3-b207-cc86d12b3685";"agilebisqldw01/master";"abiuseastdla";"Microsoft.Sql/servers/databases";"eastus"
"Agile-BI-Azure-Subscription-2";"10d348d1-e991-47c3-b207-cc86d12b3685";"agilebisqldw01/SMDP_DATAPROD";"abiuseastdla";"Microsoft.Sql/servers/databases";"eastus"
"Visual Studio Enterprise";"eaca98da-dead-4803-af35-f0edb23e0537";"gbbreadyanalysisservices";"READY";"Microsoft.AnalysisServices/servers";"eastus2"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfsino001_70368813522362";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstgrc001_70370009232332";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstgrj001_70369495097038";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstpga001_70369349989954";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstpga002_70370620990349";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstpgd001_70370477886666";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstpgp001_70369808803758";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AzureBackup_meu2sfstpgp002_70370812245076";"AzureBackupRG_westeurope_1";"Microsoft.Compute/restorePointCollections";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"NetworkWatcher_northeurope";"NetworkWatcherRG";"Microsoft.Network/networkWatchers";"northeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"NetworkWatcher_westeurope";"NetworkWatcherRG";"Microsoft.Network/networkWatchers";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/AzureAutomationTutorial";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/AzureAutomationTutorialPython2";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/AzureAutomationTutorialScript";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/AzureClassicAutomationTutorial";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/AzureClassicAutomationTutorialScript";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/StartAzureV2Vm";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp/StopAzureV2Vm";"RG-WestEu-SAH-Dev-Transit";"Microsoft.Automation/automationAccounts/runbooks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"AA-WestEu-SmallApp";"rg-westeu-sah-dev-transit";"Microsoft.OperationalInsights/workspaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"ChangeTracking(aa-westeu-smallapp)";"rg-westeu-sah-dev-transit";"Microsoft.OperationsManagement/solutions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Security(aa-westeu-smallapp)";"rg-westeu-sah-dev-transit";"Microsoft.OperationsManagement/solutions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"SecurityCenterFree(aa-westeu-smallapp)";"rg-westeu-sah-dev-transit";"Microsoft.OperationsManagement/solutions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Updates(aa-westeu-smallapp)";"rg-westeu-sah-dev-transit";"Microsoft.OperationsManagement/solutions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"RecoveryServicesVault-WestEu-SmallApps";"RG-WestEu-SAH-Dev-Transit";"Microsoft.RecoveryServices/vaults";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"RT_to_HUB_DMZ_Int";"RG-WestEu-SAS-Dev";"Microsoft.Network/routeTables";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-archive";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-backup";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-install";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-oracle";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-oracle-logs";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-oradata";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-oralog-1";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-oralog-2";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-swap";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-work";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-www";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001_disk1_8cdd920d00094b10ad790aa75aeabebf";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrj001_disk1_9e198d50e1414ed1bdbfbcee18e5379a";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Test157_OsDisk_1_fe68d16db06842b7a57b8c8b2239df46";"RG-WESTEU-SAS-DEV-GREAT";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"VM-meu2sfstgrj001-datadisk01";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"20181022_Backup_OS-Disk";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/snapshots";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"GRC-SNAPSHOT";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/snapshots";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001/AzureDiskEncryptionForLinux";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001/AzureNetworkWatcherExtension";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001/Microsoft.Insights.VMDiagnosticsSettings";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001/OmsAgentForLinux";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrj001";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrj001/AzureDiskEncryptionForLinux";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrj001/Microsoft.Insights.VMDiagnosticsSettings";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrj001/OmsAgentForLinux";"RG-WestEu-SAS-Dev-Great";"Microsoft.Compute/virtualMachines/extensions";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"KeyVault-Great";"RG-WestEu-SAS-Dev-Great";"Microsoft.KeyVault/vaults";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001878";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-Great_vHosts1";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-Great_vHosts2";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrc001-test-interface1";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstgrj001909";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"test15710";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"NSG-SAS-Dev-Great";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/networkSecurityGroups";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Great-vHosts_RT";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/routeTables";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Great_RT";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/routeTables";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Vnet-WestEu-SAS-Dev-Great";"RG-WestEu-SAS-Dev-Great";"Microsoft.Network/virtualNetworks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"oraclebackuptest";"RG-WestEu-SAS-Dev-Great";"Microsoft.Storage/storageAccounts";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"sawesteumeu2sfstgrc001dg";"RG-WestEu-SAS-Dev-Great";"Microsoft.Storage/storageAccounts";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"sawesteumeu2sfstgrj001dg";"RG-WestEu-SAS-Dev-Great";"Microsoft.Storage/storageAccounts";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstmen001_OsDisk_1_7e9b0e8d6e5d4740a44b079f4fcf4f81";"RG-WESTEU-SAS-DEV-INNO";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"testdisk0011";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstmen001";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Compute/virtualMachines";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"KeyVault-INNO";"RG-WestEu-SAS-Dev-Inno";"Microsoft.KeyVault/vaults";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"TestKeyVault0011";"RG-WestEu-SAS-Dev-Inno";"Microsoft.KeyVault/vaults";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstmen00121";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Network/networkInterfaces";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"NSG-SAS-Dev-Inno_Lab";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Network/networkSecurityGroups";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Inno_Lab_RT";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Network/routeTables";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"Vnet-WestEu-SAS-Dev-Inno";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Network/virtualNetworks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"rgwesteusasdevinnodiag";"RG-WestEu-SAS-Dev-Inno";"Microsoft.Storage/storageAccounts";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga001-data1";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga001-www";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga001_disk1_fbfd6114c67740c2a5b5a33ab2ba7b84";"RG-WESTEU-SAS-DEV-PEGASUS";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga002-apache2";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga002-swap";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga002-www";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga002_disk1_a8b824720c6746efb8b7799dcab8e004";"RG-WESTEU-SAS-DEV-PEGASUS";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpga01-apache2";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-oraarch01";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-orabackup02-001";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-orabackup02-002";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-orabackup02-003";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-orabackup02-004";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-oracle";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-oradata01";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-oradata02";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-oradata98";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-oradata99";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001-swap";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgd001_disk1_951376f30555404fbab7379b57cb804a";"RG-WESTEU-SAS-DEV-PEGASUS";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-archive002";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-oraarch01";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-1";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-2";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-3";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-4";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-5";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-6";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-7";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-8";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-orabackup-9";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-oracle";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
"msa-000228";"6401614f-9e27-430b-9f65-16759b4ff663";"meu2sfstpgp001-oradata01";"RG-WestEu-SAS-Dev-Pegasus";"Microsoft.Compute/disks";"westeurope"
